firmware_version,days_since_release,error_count
10.187.0,26,2
10.187.0,28,2
10.187.0,29,1
10.187.0,30,1
10.187.0,31,3
10.187.0,33,2
10.187.0,34,1
10.187.0,36,1
10.187.0,37,1
10.187.0,38,2
10.187.0,40,3
10.187.0,41,2
10.187.0,42,1
10.187.0,43,1
10.187.0,44,2
10.187.1,0,2
10.187.1,1,2
10.187.1,2,2
10.187.1,3,3
10.187.1,5,1
10.187.1,7,1
10.187.1,8,3
10.187.1,10,1
10.187.1,12,2
10.187.1,17,3
10.187.1,18,1
10.187.1,21,2
10.187.1,22,3
10.187.1,23,1
10.187.1,24,1
10.187.1,25,1
10.187.1,27,1
10.187.1,28,1
10.187.1,31,1
10.187.1,33,1
10.187.1,34,2
10.187.1,35,3
10.187.1,36,2
10.187.1,37,1
10.187.1,39,2
10.187.1,41,2
10.187.2,0,3
10.187.2,1,1
10.187.2,3,3
10.187.2,4,1
10.187.2,6,1
10.187.2,7,1
10.187.2,8,1
10.187.2,9,1
10.187.2,10,2
10.187.2,11,1
10.187.2,12,2
10.187.2,13,2
10.187.2,14,1
10.187.2,15,2
10.187.2,16,4
10.187.2,17,4
10.187.2,18,2
10.187.2,19,2
10.187.2,20,1
10.187.2,23,2
10.187.2,24,3
10.187.2,25,3
10.187.2,27,2
10.187.2,28,4
10.187.2,30,1
10.187.2,31,2
10.187.2,32,1
10.187.2,34,1
10.187.2,36,4
10.187.2,37,2
10.187.2,39,3
10.187.2,40,2
10.187.2,41,2
10.187.2,42,2
10.187.2,43,2
10.187.2,44,1
10.187.3,0,1
10.187.3,1,1
10.187.3,3,1
10.187.3,5,1
10.187.3,9,1
10.187.3,10,1
10.187.3,11,1
10.187.3,13,1
10.187.3,15,2
10.187.3,17,1
10.187.3,18,1
10.187.3,20,2
10.187.3,21,2
10.187.3,22,1
10.187.3,23,1
10.187.3,27,2
10.187.3,28,1
10.187.3,29,2
10.187.3,30,1
10.187.3,31,2
10.187.3,32,1
10.187.3,33,1
10.187.3,34,2
10.187.3,35,2
10.187.3,36,2
10.187.3,37,3
10.187.3,38,2
10.187.3,39,1
10.187.3,40,2
10.187.3,41,1
10.187.3,42,1
10.187.3,43,1
10.187.3,44,2
10.187.4,0,2
10.187.4,2,1
10.187.4,5,2
10.187.4,6,1
10.187.4,8,2
10.187.4,9,1
10.187.4,11,2
10.187.4,12,1
10.187.4,13,1
10.187.4,17,3
10.187.4,18,2
10.187.4,20,1
10.187.4,21,1
10.187.4,23,3
10.187.4,24,1
10.187.4,25,1
10.187.4,26,2
10.187.4,27,1
10.187.4,28,1
10.187.4,32,1
10.187.4,33,1
10.187.4,35,1
10.187.4,37,1
10.187.4,38,1
10.187.4,40,2
10.187.4,41,1
10.187.4,42,1
10.187.4,43,1
10.188.0,0,2
10.188.0,1,1
10.188.0,2,2
10.188.0,3,1
10.188.0,4,3
10.188.0,8,4
10.188.0,9,2
10.188.0,10,1
10.188.0,11,2
10.188.0,13,1
10.188.0,14,1
10.188.0,15,1
10.188.0,17,1
10.188.0,20,1
10.188.0,22,3
10.188.0,23,1
10.188.0,26,2
10.188.0,27,3
10.188.0,31,2
10.188.0,32,1
10.188.0,33,3
10.188.0,34,1
10.188.0,37,2
10.188.0,38,2
10.188.0,41,2
10.188.0,42,1
10.188.0,43,1
10.188.1,0,1
10.188.1,1,3
10.188.1,2,1
10.188.1,3,2
10.188.1,4,1
10.188.1,5,2
10.188.1,7,2
10.188.1,9,1
10.188.1,10,2
10.188.1,12,1
10.188.1,14,4
10.188.1,15,1
10.188.1,16,1
10.188.1,18,1
10.188.1,21,1
10.188.1,22,1
10.188.1,23,2
10.188.1,24,1
10.188.1,25,1
10.188.1,30,3
10.188.1,31,3
10.188.1,32,2
10.188.1,33,2
10.188.1,34,2
10.188.1,38,2
10.188.1,40,1
10.188.1,42,2
10.188.1,44,2
10.188.2,0,2
10.188.2,1,1
10.188.2,3,1
10.188.2,4,2
10.188.2,5,1
10.188.2,9,1
10.188.2,11,1
10.188.2,13,1
10.188.2,14,2
10.188.2,15,1
10.188.2,17,1
10.188.2,19,1
10.188.2,22,2
10.188.2,24,2
10.188.2,26,1
10.188.2,27,2
10.188.2,30,2
10.188.2,31,5
10.188.2,32,2
10.188.2,35,1
10.188.2,38,1
10.188.2,39,1
10.188.2,40,4
10.188.2,42,1
10.189.0,3,2
10.189.0,5,1
10.189.0,7,1
10.189.0,8,1
10.189.0,9,2
10.189.0,11,1
10.189.0,13,1
10.189.0,14,2
10.189.0,15,1
10.189.0,16,3
10.189.0,19,1
10.189.0,20,2
10.189.0,23,2
10.189.0,25,3
10.189.0,29,4
10.189.0,31,1
10.189.0,32,1
10.189.0,33,1
10.189.0,34,1
10.189.0,35,1
10.189.0,36,2
10.189.0,37,2
10.189.0,40,1
10.189.0,43,1
10.189.1,0,1
10.189.1,3,1
10.189.1,4,1
10.189.1,5,1
10.189.1,6,1
10.189.1,7,1
10.189.1,9,2
10.189.1,11,2
10.189.1,19,1
10.189.1,21,1
10.189.1,22,1
10.189.1,25,3
10.189.1,26,2
10.189.1,29,1
10.189.1,30,1
10.189.1,31,1
10.189.1,33,1
10.189.1,36,3
10.189.1,38,1
10.189.1,39,2
10.189.1,41,1
10.189.1,42,1
10.189.1,44,1
10.189.2,0,1
10.189.2,1,1
10.189.2,3,1
10.189.2,4,2
10.189.2,5,2
10.189.2,6,1
10.189.2,7,2
10.189.2,9,1
10.189.2,11,1
10.189.2,12,1
10.189.2,13,1
10.189.2,17,2
10.189.2,19,2
10.189.2,20,1
10.189.2,21,1
10.189.2,23,1
10.189.2,25,1
10.189.2,26,2
10.189.2,27,1
10.189.2,28,4
10.189.2,29,1
10.189.2,31,2
10.189.2,32,1
10.189.2,33,2
10.189.2,36,3
10.189.2,41,2
10.189.2,43,3
10.189.2,44,1
10.189.3,0,1
10.189.3,3,1
10.189.3,4,1
10.189.3,5,1
10.189.3,6,2
10.189.3,8,1
10.189.3,9,1
10.189.3,10,3
10.189.3,12,2
10.189.3,14,2
10.189.3,16,1
10.189.3,17,1
10.189.3,19,3
10.189.3,20,2
10.189.3,23,2
10.189.3,24,3
10.189.3,26,2
10.189.3,28,1
10.189.3,30,4
10.189.3,31,2
10.189.3,34,4
10.189.3,36,2
10.189.3,37,4
10.189.3,39,1
10.189.3,41,2
10.189.3,42,1
10.189.3,43,3
10.189.3,44,2
10.189.4,0,2
10.189.4,1,2
10.189.4,2,3
10.189.4,3,4
10.189.4,4,3
10.189.4,5,4
10.189.4,6,1
10.189.4,7,1
10.189.4,8,1
10.189.4,9,1
10.189.4,10,1
10.189.4,11,4
10.189.4,12,2
10.189.4,14,2
10.189.4,15,2
10.189.4,17,1
10.189.4,18,1
10.189.4,19,2
10.189.4,20,1
10.189.4,21,3
10.189.4,22,2
10.189.4,23,3
10.189.4,25,2
10.189.4,26,1
10.189.4,27,2
10.189.4,28,3
10.189.4,29,3
10.189.4,31,1
10.189.4,32,1
10.189.4,34,1
10.189.4,35,1
10.189.4,37,3
10.189.4,41,3
10.189.4,42,3
10.189.4,43,4
10.189.5,0,2
10.189.5,2,2
10.189.5,5,2
10.189.5,8,1
10.189.5,9,1
10.189.5,10,4
10.189.5,11,1
10.189.5,13,1
10.189.5,17,2
10.189.5,19,2
10.189.5,20,1
10.189.5,22,1
10.189.5,24,1
10.189.5,26,2
10.189.5,28,2
10.189.5,29,1
10.189.5,30,2
10.189.5,31,1
10.189.5,32,1
10.189.5,34,1
10.189.5,35,2
10.189.5,37,1
10.189.5,39,3
10.189.5,40,5
10.189.5,41,1
10.189.5,43,2
10.189.5,44,1
10.189.6,0,2
10.189.6,2,2
10.189.6,6,1
10.189.6,8,3
10.189.6,12,3
10.189.6,15,1
10.189.6,16,2
10.189.6,17,1
10.189.6,19,2
10.189.6,20,2
10.189.6,21,2
10.189.6,22,2
10.189.6,23,1
10.189.6,24,2
10.189.6,27,1
10.189.6,29,1
10.189.6,30,1
10.189.6,31,1
10.189.6,33,2
10.189.6,34,1
10.189.6,37,1
10.189.6,38,1
10.189.6,39,2
10.189.6,41,2
10.189.6,42,1
10.189.6,43,1
10.189.7,0,2
10.189.7,1,2
10.189.7,2,2
10.189.7,3,3
10.189.7,6,1
10.189.7,7,1
10.189.7,8,2
10.189.7,9,1
10.189.7,13,2
10.189.7,14,1
10.189.7,18,2
10.189.7,19,1
10.189.7,20,1
10.189.7,21,1
10.189.7,22,2
10.189.7,23,1
10.189.7,25,1
10.189.7,26,2
10.189.7,27,2
10.189.7,29,1
10.189.7,30,2
10.189.7,34,2
10.189.7,35,1
10.189.7,37,1
10.189.7,38,1
10.189.7,41,1
10.189.7,42,3
10.189.7,43,1
10.189.7,44,1
10.189.8,0,3
10.189.8,2,1
10.189.8,3,2
10.189.8,4,2
10.189.8,6,1
10.189.8,7,4
10.189.8,9,1
10.189.8,10,3
10.189.8,12,1
10.189.8,13,1
10.189.8,16,3
10.189.8,17,2
10.189.8,18,3
10.189.8,19,2
10.189.8,21,1
10.189.8,24,2
10.189.8,28,4
10.189.8,30,1
10.189.8,33,1
10.189.8,34,1
10.189.8,35,2
10.189.8,36,2
10.189.8,37,1
10.189.8,38,1
10.189.8,39,2
10.189.8,40,1
10.189.8,41,2
10.189.8,42,2
10.189.8,44,3
10.19.0,3,1
10.19.0,4,2
10.19.0,5,1
10.19.0,6,3
10.19.0,11,2
10.19.0,13,1
10.19.0,14,1
10.19.0,15,1
10.19.0,19,2
10.19.0,20,1
10.19.0,21,2
10.19.0,24,1
10.19.0,25,1
10.19.0,26,1
10.19.0,29,1
10.19.0,30,1
10.19.0,31,3
10.19.0,33,1
10.19.0,35,2
10.19.0,39,1
10.19.0,43,1
10.19.0,44,3
10.19.1,3,2
10.19.1,4,1
10.19.1,7,1
10.19.1,8,1
10.19.1,10,3
10.19.1,11,1
10.19.1,12,2
10.19.1,13,1
10.19.1,14,1
10.19.1,16,3
10.19.1,17,1
10.19.1,18,1
10.19.1,19,1
10.19.1,20,3
10.19.1,23,2
10.19.1,25,2
10.19.1,27,1
10.19.1,28,2
10.19.1,29,2
10.19.1,30,1
10.19.1,31,2
10.19.1,32,1
10.19.1,33,4
10.19.1,35,2
10.19.1,37,1
10.19.1,38,1
10.19.1,41,1
10.19.1,43,2
10.19.1,44,1
10.19.2,1,1
10.19.2,3,4
10.19.2,4,3
10.19.2,5,1
10.19.2,6,1
10.19.2,7,1
10.19.2,8,4
10.19.2,9,1
10.19.2,10,3
10.19.2,11,1
10.19.2,14,2
10.19.2,16,1
10.19.2,17,2
10.19.2,18,2
10.19.2,20,1
10.19.2,22,1
10.19.2,23,1
10.19.2,24,1
10.19.2,25,4
10.19.2,26,1
10.19.2,27,2
10.19.2,28,1
10.19.2,29,1
10.19.2,30,2
10.19.2,32,1
10.19.2,33,1
10.19.2,35,1
10.19.2,36,2
10.19.2,37,1
10.19.2,38,2
10.19.2,41,4
10.19.2,42,1
10.19.2,43,1
10.19.2,44,1
10.190.0,0,2
10.190.0,1,1
10.190.0,2,2
10.190.0,3,2
10.190.0,4,2
10.190.0,5,1
10.190.0,7,2
10.190.0,9,2
10.190.0,10,2
10.190.0,11,1
10.190.0,12,1
10.190.0,13,1
10.190.0,14,1
10.190.0,15,2
10.190.0,16,2
10.190.0,19,2
10.190.0,20,1
10.190.0,21,1
10.190.0,22,1
10.190.0,23,1
10.190.0,24,1
10.190.0,25,3
10.190.0,27,1
10.190.0,29,3
10.190.0,31,5
10.190.0,34,1
10.190.0,36,2
10.190.0,37,1
10.190.0,38,1
10.190.0,39,3
10.190.0,40,4
10.190.0,43,2
10.191.0,0,1
10.191.0,2,1
10.191.0,3,1
10.191.0,4,1
10.191.0,5,2
10.191.0,7,2
10.191.0,9,2
10.191.0,10,2
10.191.0,11,2
10.191.0,12,2
10.191.0,14,2
10.191.0,18,2
10.191.0,20,3
10.191.0,22,3
10.191.0,25,2
10.191.0,26,2
10.191.0,27,2
10.191.0,28,1
10.191.0,29,1
10.191.0,30,1
10.191.0,31,2
10.191.0,33,1
10.191.0,35,2
10.191.0,36,1
10.191.0,39,1
10.191.0,40,2
10.191.0,41,1
10.191.0,42,1
10.191.0,43,4
10.191.1,0,1
10.191.1,1,3
10.191.1,2,3
10.191.1,3,1
10.191.1,4,1
10.191.1,5,1
10.191.1,6,1
10.191.1,8,1
10.191.1,10,2
10.191.1,11,3
10.191.1,12,1
10.191.1,14,1
10.191.1,15,1
10.191.1,17,3
10.191.1,18,2
10.191.1,19,2
10.191.1,20,1
10.191.1,21,1
10.191.1,24,1
10.191.1,25,5
10.191.1,26,2
10.191.1,28,2
10.191.1,30,1
10.191.1,33,2
10.191.1,34,1
10.191.1,37,2
10.191.1,38,3
10.191.1,39,1
10.191.1,40,2
10.191.1,43,1
10.191.1,44,3
10.191.2,0,1
10.191.2,2,1
10.191.2,3,1
10.191.2,7,1
10.191.2,8,2
10.191.2,11,1
10.191.2,12,2
10.191.2,14,1
10.191.2,16,2
10.191.2,18,1
10.191.2,20,1
10.191.2,21,2
10.191.2,22,1
10.191.2,24,2
10.191.2,25,1
10.191.2,26,1
10.191.2,27,2
10.191.2,29,4
10.191.2,30,1
10.191.2,31,3
10.191.2,32,2
10.191.2,33,2
10.191.2,34,2
10.191.2,36,2
10.191.2,38,1
10.191.2,42,1
10.191.2,43,2
10.191.2,44,1
10.191.3,0,1
10.191.3,2,2
10.191.3,4,1
10.191.3,7,1
10.191.3,8,1
10.191.3,9,4
10.191.3,10,1
10.191.3,11,1
10.191.3,13,1
10.191.3,14,1
10.191.3,15,2
10.191.3,18,1
10.191.3,19,2
10.191.3,20,1
10.191.3,21,1
10.191.3,23,2
10.191.3,25,3
10.191.3,26,1
10.191.3,27,2
10.191.3,28,1
10.191.3,30,1
10.191.3,34,1
10.191.3,35,3
10.191.3,37,1
10.191.3,41,4
10.191.3,43,2
10.191.3,44,1
10.192.0,1,2
10.192.0,2,1
10.192.0,4,2
10.192.0,6,3
10.192.0,7,1
10.192.0,8,1
10.192.0,9,3
10.192.0,10,1
10.192.0,12,2
10.192.0,14,1
10.192.0,15,2
10.192.0,16,1
10.192.0,18,2
10.192.0,19,3
10.192.0,20,3
10.192.0,21,3
10.192.0,23,1
10.192.0,24,1
10.192.0,25,1
10.192.0,26,3
10.192.0,27,1
10.192.0,28,1
10.192.0,29,1
10.192.0,30,3
10.192.0,31,1
10.192.0,32,2
10.192.0,33,2
10.192.0,34,2
10.192.0,35,2
10.192.0,36,5
10.192.0,38,2
10.192.0,39,1
10.192.0,42,2
10.192.0,44,1
10.192.1,0,1
10.192.1,3,2
10.192.1,4,1
10.192.1,5,2
10.192.1,7,1
10.192.1,8,2
10.192.1,9,1
10.192.1,10,1
10.192.1,12,2
10.192.1,13,2
10.192.1,15,3
10.192.1,16,1
10.192.1,20,2
10.192.1,21,1
10.192.1,22,1
10.192.1,23,1
10.192.1,24,1
10.192.1,25,3
10.192.1,29,4
10.192.1,30,1
10.192.1,32,1
10.192.1,33,1
10.192.1,39,1
10.192.1,40,1
10.192.1,42,1
10.192.1,43,2
10.193.0,1,1
10.193.0,2,1
10.193.0,4,4
10.193.0,5,1
10.193.0,6,1
10.193.0,8,2
10.193.0,9,1
10.193.0,10,1
10.193.0,11,2
10.193.0,12,2
10.193.0,13,1
10.193.0,16,1
10.193.0,19,1
10.193.0,21,1
10.193.0,26,2
10.193.0,27,2
10.193.0,28,1
10.193.0,30,1
10.193.0,32,1
10.193.0,33,1
10.193.0,37,1
10.193.0,39,1
10.193.0,40,1
10.193.0,41,1
10.193.0,43,1
10.193.1,0,1
10.193.1,1,1
10.193.1,2,1
10.193.1,3,1
10.193.1,4,1
10.193.1,6,2
10.193.1,7,2
10.193.1,8,4
10.193.1,9,2
10.193.1,10,1
10.193.1,11,1
10.193.1,12,1
10.193.1,13,1
10.193.1,15,2
10.193.1,16,1
10.193.1,17,2
10.193.1,18,2
10.193.1,19,2
10.193.1,20,2
10.193.1,22,1
10.193.1,23,1
10.193.1,24,1
10.193.1,26,3
10.193.1,27,2
10.193.1,29,1
10.193.1,30,2
10.193.1,31,2
10.193.1,32,4
10.193.1,33,1
10.193.1,34,1
10.193.1,35,1
10.193.1,38,2
10.193.1,41,1
10.193.1,42,1
10.194.0,0,2
10.194.0,1,4
10.194.0,2,2
10.194.0,4,1
10.194.0,6,1
10.194.0,7,1
10.194.0,8,2
10.194.0,10,1
10.194.0,11,1
10.194.0,15,1
10.194.0,16,1
10.194.0,17,1
10.194.0,18,2
10.194.0,19,2
10.194.0,20,1
10.194.0,22,1
10.194.0,24,1
10.194.0,25,1
10.194.0,26,1
10.194.0,27,1
10.194.0,28,1
10.194.0,29,1
10.194.0,31,1
10.194.0,32,1
10.194.0,33,2
10.194.0,34,1
10.194.0,35,2
10.194.0,36,1
10.194.0,37,2
10.194.0,39,2
10.194.0,41,2
10.194.1,2,3
10.194.1,3,2
10.194.1,5,3
10.194.1,6,1
10.194.1,7,1
10.194.1,8,1
10.194.1,9,5
10.194.1,10,6
10.194.1,11,2
10.194.1,13,2
10.194.1,14,2
10.194.1,15,1
10.194.1,16,2
10.194.1,17,1
10.194.1,18,1
10.194.1,19,3
10.194.1,20,2
10.194.1,22,3
10.194.1,23,1
10.194.1,24,1
10.194.1,26,2
10.194.1,27,1
10.194.1,28,3
10.194.1,29,3
10.194.1,30,1
10.194.1,32,2
10.194.1,34,2
10.194.1,36,1
10.194.1,37,4
10.194.1,38,1
10.194.1,39,4
10.194.1,40,2
10.194.1,41,1
10.194.1,42,2
10.194.1,43,2
10.194.1,44,2
10.194.10,1,1
10.194.10,3,3
10.194.10,4,1
10.194.10,5,1
10.194.10,6,1
10.194.10,7,3
10.194.10,8,2
10.194.10,9,1
10.194.10,10,1
10.194.10,12,2
10.194.10,13,3
10.194.10,16,1
10.194.10,18,2
10.194.10,19,2
10.194.10,20,1
10.194.10,21,2
10.194.10,22,2
10.194.10,23,1
10.194.10,24,1
10.194.10,26,1
10.194.10,27,1
10.194.10,33,1
10.194.10,34,1
10.194.10,35,1
10.194.10,39,1
10.194.10,40,1
10.194.10,41,2
10.194.10,42,1
10.194.10,44,1
10.194.11,1,2
10.194.11,2,1
10.194.11,3,1
10.194.11,4,1
10.194.11,5,3
10.194.11,6,1
10.194.11,7,1
10.194.11,13,2
10.194.11,14,3
10.194.11,15,1
10.194.11,17,1
10.194.11,19,2
10.194.11,21,2
10.194.11,23,2
10.194.11,24,3
10.194.11,25,1
10.194.11,26,2
10.194.11,27,1
10.194.11,28,1
10.194.11,30,2
10.194.11,31,3
10.194.11,32,1
10.194.11,33,4
10.194.11,34,2
10.194.11,36,1
10.194.11,37,2
10.194.11,38,2
10.194.11,40,1
10.194.11,41,3
10.194.11,42,2
10.194.11,43,1
10.194.12,0,2
10.194.12,1,1
10.194.12,4,1
10.194.12,5,1
10.194.12,6,1
10.194.12,8,2
10.194.12,9,1
10.194.12,11,1
10.194.12,13,1
10.194.12,14,2
10.194.12,18,1
10.194.12,19,2
10.194.12,21,2
10.194.12,23,1
10.194.12,24,2
10.194.12,25,2
10.194.12,26,1
10.194.12,27,1
10.194.12,28,1
10.194.12,31,1
10.194.12,33,3
10.194.12,36,3
10.194.12,39,1
10.194.12,42,2
10.194.12,44,3
10.194.13,1,1
10.194.13,2,2
10.194.13,3,2
10.194.13,4,2
10.194.13,5,3
10.194.13,6,1
10.194.13,7,1
10.194.13,8,2
10.194.13,10,2
10.194.13,12,1
10.194.13,14,1
10.194.13,15,1
10.194.13,16,1
10.194.13,17,1
10.194.13,18,1
10.194.13,19,1
10.194.13,20,2
10.194.13,21,1
10.194.13,22,1
10.194.13,23,2
10.194.13,28,2
10.194.13,29,1
10.194.13,30,2
10.194.13,31,4
10.194.13,32,1
10.194.13,33,1
10.194.13,34,1
10.194.13,36,1
10.194.13,37,2
10.194.13,38,1
10.194.13,39,1
10.194.13,40,1
10.194.13,42,1
10.194.13,44,1
10.194.2,0,2
10.194.2,1,2
10.194.2,3,1
10.194.2,4,1
10.194.2,5,2
10.194.2,8,2
10.194.2,9,1
10.194.2,10,4
10.194.2,11,1
10.194.2,13,2
10.194.2,15,1
10.194.2,17,1
10.194.2,18,2
10.194.2,20,2
10.194.2,21,1
10.194.2,24,1
10.194.2,25,2
10.194.2,26,1
10.194.2,28,1
10.194.2,31,1
10.194.2,32,1
10.194.2,33,1
10.194.2,35,1
10.194.2,37,2
10.194.2,38,1
10.194.2,43,1
10.194.2,44,1
10.194.3,1,2
10.194.3,2,1
10.194.3,3,3
10.194.3,4,4
10.194.3,5,1
10.194.3,6,1
10.194.3,8,1
10.194.3,9,1
10.194.3,10,1
10.194.3,11,2
10.194.3,12,1
10.194.3,14,3
10.194.3,16,1
10.194.3,18,3
10.194.3,22,2
10.194.3,24,1
10.194.3,25,2
10.194.3,26,1
10.194.3,27,1
10.194.3,28,2
10.194.3,29,2
10.194.3,30,1
10.194.3,32,3
10.194.3,33,1
10.194.3,35,2
10.194.3,37,1
10.194.3,38,1
10.194.3,39,1
10.194.3,42,1
10.194.4,0,1
10.194.4,1,2
10.194.4,3,1
10.194.4,5,4
10.194.4,6,1
10.194.4,7,2
10.194.4,8,1
10.194.4,9,3
10.194.4,10,1
10.194.4,12,2
10.194.4,13,1
10.194.4,14,2
10.194.4,15,1
10.194.4,16,1
10.194.4,17,2
10.194.4,18,2
10.194.4,19,1
10.194.4,20,1
10.194.4,21,2
10.194.4,22,2
10.194.4,23,1
10.194.4,24,1
10.194.4,25,1
10.194.4,26,1
10.194.4,27,1
10.194.4,29,2
10.194.4,30,1
10.194.4,33,1
10.194.4,36,1
10.194.4,38,1
10.194.4,39,1
10.194.4,43,1
10.194.5,1,1
10.194.5,3,1
10.194.5,4,1
10.194.5,8,1
10.194.5,9,1
10.194.5,10,1
10.194.5,11,1
10.194.5,12,3
10.194.5,13,1
10.194.5,14,5
10.194.5,15,1
10.194.5,16,1
10.194.5,17,1
10.194.5,20,2
10.194.5,21,2
10.194.5,22,3
10.194.5,23,3
10.194.5,24,1
10.194.5,25,2
10.194.5,26,2
10.194.5,28,3
10.194.5,29,3
10.194.5,30,2
10.194.5,31,3
10.194.5,32,3
10.194.5,34,2
10.194.5,35,1
10.194.5,36,2
10.194.5,37,1
10.194.5,39,2
10.194.5,41,1
10.194.5,43,1
10.194.5,44,2
10.194.6,1,5
10.194.6,2,1
10.194.6,3,1
10.194.6,5,2
10.194.6,7,2
10.194.6,8,1
10.194.6,9,1
10.194.6,10,1
10.194.6,11,2
10.194.6,12,1
10.194.6,13,3
10.194.6,14,1
10.194.6,15,3
10.194.6,16,1
10.194.6,17,1
10.194.6,18,2
10.194.6,19,1
10.194.6,20,1
10.194.6,22,4
10.194.6,23,1
10.194.6,24,1
10.194.6,26,2
10.194.6,28,2
10.194.6,29,1
10.194.6,30,1
10.194.6,31,3
10.194.6,32,3
10.194.6,33,1
10.194.6,34,2
10.194.6,35,1
10.194.6,36,2
10.194.6,38,1
10.194.6,40,3
10.194.6,42,4
10.194.6,43,1
10.194.6,44,1
10.194.7,0,2
10.194.7,1,2
10.194.7,2,3
10.194.7,3,2
10.194.7,4,3
10.194.7,5,3
10.194.7,6,1
10.194.7,8,1
10.194.7,9,3
10.194.7,10,1
10.194.7,11,1
10.194.7,12,1
10.194.7,13,1
10.194.7,14,1
10.194.7,15,1
10.194.7,17,1
10.194.7,18,1
10.194.7,21,1
10.194.7,22,1
10.194.7,23,2
10.194.7,25,2
10.194.7,26,1
10.194.7,27,1
10.194.7,28,1
10.194.7,30,1
10.194.7,34,2
10.194.7,35,1
10.194.7,36,1
10.194.7,38,2
10.194.7,39,1
10.194.7,40,2
10.194.7,41,1
10.194.7,42,2
10.194.7,43,2
10.194.7,44,1
10.194.8,0,1
10.194.8,1,1
10.194.8,2,1
10.194.8,3,2
10.194.8,4,1
10.194.8,5,1
10.194.8,6,1
10.194.8,7,1
10.194.8,8,1
10.194.8,10,3
10.194.8,11,2
10.194.8,14,2
10.194.8,17,1
10.194.8,18,1
10.194.8,22,1
10.194.8,23,2
10.194.8,26,1
10.194.8,27,1
10.194.8,28,2
10.194.8,29,3
10.194.8,31,1
10.194.8,32,1
10.194.8,33,1
10.194.8,34,1
10.194.8,35,2
10.194.8,37,3
10.194.8,38,2
10.194.8,39,3
10.194.8,40,2
10.194.8,41,1
10.194.8,42,3
10.194.8,44,2
10.194.9,0,1
10.194.9,2,3
10.194.9,3,5
10.194.9,4,1
10.194.9,5,1
10.194.9,8,2
10.194.9,9,2
10.194.9,10,4
10.194.9,11,5
10.194.9,14,1
10.194.9,19,2
10.194.9,20,2
10.194.9,21,4
10.194.9,22,2
10.194.9,24,2
10.194.9,25,3
10.194.9,26,1
10.194.9,27,2
10.194.9,29,1
10.194.9,30,2
10.194.9,32,1
10.194.9,33,2
10.194.9,36,1
10.194.9,37,1
10.194.9,38,1
10.194.9,39,3
10.194.9,40,1
10.194.9,41,1
10.194.9,43,1
10.195.0,0,2
10.195.0,3,2
10.195.0,4,1
10.195.0,5,2
10.195.0,6,1
10.195.0,10,3
10.195.0,11,2
10.195.0,13,2
10.195.0,15,1
10.195.0,17,4
10.195.0,19,4
10.195.0,20,2
10.195.0,21,1
10.195.0,22,2
10.195.0,23,1
10.195.0,24,3
10.195.0,26,1
10.195.0,27,2
10.195.0,30,3
10.195.0,34,2
10.195.0,35,1
10.195.0,36,1
10.195.0,37,2
10.195.0,39,2
10.195.0,40,2
10.195.0,41,1
10.195.0,42,2
10.195.0,43,2
10.195.0,44,3
10.195.1,1,1
10.195.1,2,1
10.195.1,3,2
10.195.1,5,2
10.195.1,6,1
10.195.1,7,2
10.195.1,8,1
10.195.1,9,1
10.195.1,12,1
10.195.1,13,1
10.195.1,15,2
10.195.1,16,1
10.195.1,17,3
10.195.1,19,1
10.195.1,20,1
10.195.1,21,4
10.195.1,22,1
10.195.1,24,2
10.195.1,26,2
10.195.1,27,3
10.195.1,28,1
10.195.1,29,2
10.195.1,30,1
10.195.1,32,1
10.195.1,33,2
10.195.1,38,1
10.195.1,40,3
10.195.1,41,2
10.195.1,44,1
10.195.2,0,1
10.195.2,2,1
10.195.2,4,1
10.195.2,9,1
10.195.2,10,1
10.195.2,11,1
10.195.2,12,1
10.195.2,13,4
10.195.2,14,2
10.195.2,15,2
10.195.2,16,1
10.195.2,17,2
10.195.2,19,2
10.195.2,20,1
10.195.2,21,2
10.195.2,22,2
10.195.2,23,1
10.195.2,24,1
10.195.2,27,1
10.195.2,28,1
10.195.2,29,2
10.195.2,32,2
10.195.2,33,1
10.195.2,34,2
10.195.2,35,3
10.195.2,36,3
10.195.2,37,1
10.195.2,38,2
10.195.2,39,2
10.195.2,40,1
10.195.2,42,4
10.195.2,43,1
10.195.2,44,1
10.195.3,0,1
10.195.3,4,1
10.195.3,5,1
10.195.3,7,2
10.195.3,8,1
10.195.3,10,2
10.195.3,11,1
10.195.3,15,2
10.195.3,17,1
10.195.3,18,2
10.195.3,19,1
10.195.3,21,3
10.195.3,22,1
10.195.3,23,1
10.195.3,24,1
10.195.3,26,2
10.195.3,28,1
10.195.3,29,1
10.195.3,31,3
10.195.3,33,2
10.195.3,35,1
10.195.3,36,2
10.195.3,40,2
10.195.3,41,1
10.195.3,44,2
10.196.0,0,1
10.196.0,1,1
10.196.0,3,2
10.196.0,4,1
10.196.0,5,1
10.196.0,7,2
10.196.0,10,1
10.196.0,12,1
10.196.0,13,2
10.196.0,15,2
10.196.0,20,1
10.196.0,23,1
10.196.0,25,1
10.196.0,27,2
10.196.0,29,1
10.196.0,30,1
10.196.0,31,1
10.196.0,32,3
10.196.0,35,1
10.196.0,36,1
10.196.0,37,2
10.196.0,38,1
10.196.0,39,1
10.196.0,41,2
10.196.1,2,1
10.196.1,3,1
